U     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_U  errBand_B  errBand_V  errBand_I  errBand_K                                                                             
  22.539  1.567   1.156   2.153   4.323  10.85  5 7.25    3464.  4.69   7  8.6291  0.167    9.269    0.339  -0.091   0.035    97.051224   59.753208  214.220886   52.868713   0.6126  -8.0379   0.3063   0.5442   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0041    -0.0090    -0.0370    -0.0109     0.0041
  21.858  1.519   1.124   2.024   4.121  10.18  5 7.15    3588.  4.87   6  6.0947  0.431    8.804    0.397   0.071   0.045    95.750664   59.933128  214.840408   52.305164   0.6220  -8.0312   0.3100   0.5533   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0054     0.0425    -0.0110     0.0277    -0.0352
  21.885  1.491   1.147   2.046   4.162  10.24  5 7.15    3598.  4.71   4  2.5540  0.515    8.730    0.406  -0.173   0.021    96.072899   59.831329  214.752426   52.488541   0.6121  -8.0325   0.3059   0.5442   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0446    -0.0063     0.0043    -0.0061    -0.0148
  22.099  1.484   1.167   2.077   4.182  10.34  5 7.15    3553.  4.92   5  4.0229  0.318    8.730    0.406  -0.192  -0.016    96.085968   59.818150  214.758667   52.502781   0.6307  -8.0336   0.3153   0.5602   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0203     0.0038     0.0334     0.0073    -0.0162
  21.830  1.519   1.170   2.028   4.092  10.04  5 7.15    3609.  4.79   5  3.9450  0.535    8.654    0.417  -0.237  -0.042    95.934273   59.394711  215.316559   52.768444   0.6380  -8.0336   0.3231   0.5641   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0068     0.0182     0.0063     0.0060     0.0031
  21.377  1.419   1.188   1.897   3.947   9.64  5 7.10    3704.  4.75   4  2.4921  0.443    8.212    0.479   0.073   0.018    96.563957   60.097496  214.161484   52.448158   0.6288  -8.0358   0.3114   0.5601   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0282     0.0272     0.0563     0.0352    -0.0263
  20.875  1.367   1.227   1.773   3.560   9.10  5 7.00    3943.  4.76   7  8.4671  0.534    7.808    0.538  -0.229   0.043    96.668755   60.356468  213.822327   52.284142   0.6597  -8.0379   0.3241   0.5884   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0013    -0.0160     0.0116    -0.0435     0.0273
  18.800  1.236   1.229   1.212   2.870   7.33  5 6.50    4246.  4.56   5  4.0157  0.803    6.794    0.691   0.003   0.064    95.922554   59.850231  214.824890   52.424408   0.6201  -8.0321   0.3098   0.5512   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0094    -0.0167    -0.0316     0.0497     0.0010
  17.564  1.066   0.852   1.027   2.445   6.55  5 6.30    4671.  4.43   3  1.3884  0.911    6.212    0.781  -0.177  -0.022    96.627037   59.478352  214.787292   52.938568   0.6483  -8.0380   0.3270   0.5734   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0272     0.0016    -0.0328    -0.0145     0.0004
  17.386  1.022   0.943   1.032   2.385   6.32  5 6.30    4734.  4.64   7  8.7530  0.600    5.975    0.818   0.125  -0.005    95.430115   59.644814  215.352615   52.411415   0.6411  -8.0307   0.3225   0.5682   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051    -0.0225     0.0017    -0.0117     0.0249
  16.683  0.921   0.617   0.903   2.148   5.98  5 6.10    4934.  4.63   6  6.0394  0.910    5.725    0.860  -0.212  -0.003    96.821747   59.520599  214.617142   52.971027   0.6578  -8.0396   0.3313   0.5819   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0213     0.0169    -0.0037     0.0166     0.0224
  14.563  0.613   0.163   0.742   1.611   4.71  5 5.10    5734.  4.34   6  6.0858  1.090    4.481    1.138   0.032   0.054    96.293930   59.817936  214.629486   52.571785   0.6209  -8.0342   0.3103   0.5517   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0174    -0.0131     0.0353     0.0225     0.0251
  13.591  0.688   0.129   0.746   1.678   3.66  4 5.20    5671.  3.82   7  8.5346  1.218    3.455    1.912  -0.270   0.005    95.619362   59.813114  215.051651   52.350674   0.6495  -8.0320   0.3250   0.5764   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0150    -0.0094    -0.0284    -0.0029     0.0058
  24.330  1.603   1.187   2.309   4.572  12.47  5 7.30    3466.  5.11   8 10.0334  0.182   10.453    0.207  -0.046   0.153    97.158478   59.779236  214.124603   52.883457   0.6368  -8.0399   0.3180   0.5653   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0177    -0.0017    -0.0214     0.0160    -0.0028
  23.962  1.566   1.165   2.281   4.520  12.18  5 7.25    3516.  5.12   8 10.0798  0.135   10.333    0.215  -0.065   0.187    96.412292   59.798744  214.576218   52.625301   0.6202  -8.0348   0.3100   0.5510   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0232     0.0045     0.0143     0.0271     0.0018
  23.440  1.615   1.211   2.213   4.246  11.49  5 7.20    3530.  4.92   8  9.9717  0.158    9.938    0.246  -0.532   0.239    96.936028   59.946693  214.088272   52.683376   0.6493  -8.0393   0.3228   0.5770   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0035     0.0035    -0.0140    -0.0202    -0.0054
  23.124  1.617   1.108   1.985   3.869  11.34  5 7.20    3496.  5.14   8 10.1230  0.403    9.796    0.258  -1.134   0.353    96.498985   59.609821  214.725876   52.796711   0.6213  -8.0356   0.3123   0.5509   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0269     0.0054     0.0176     0.0038     0.0377
  23.088  1.522   1.262   2.086   4.049  11.13  5 7.20    3637.  5.17   8 10.0188  0.269    9.652    0.270  -0.870   0.283    97.076523   59.491024  214.485397   53.077354   0.6583  -8.0412   0.3316   0.5821   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0198    -0.0460     0.0068    -0.0035     0.0144
  22.807  1.506   1.170   2.048   4.144  11.07  5 7.15    3659.  4.94   8 10.1125  0.330    9.505    0.285  -0.006   0.184    96.626335   59.704994  214.542557   52.766720   0.6299  -8.0367   0.3156   0.5589   0.064    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0087     0.0052     0.0045    -0.0002     0.0149
  22.630  1.470   1.260   2.080   4.032  10.82  5 7.15    3628.  4.96   8 10.1416  0.383    9.355    0.300  -0.549   0.255    96.460190   59.325050  215.060776   52.998394   0.6255  -8.0359   0.3171   0.5530   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0257    -0.0341     0.0297    -0.0071    -0.0071
  22.480  1.429   1.304   2.000   4.105  10.65  5 7.15    3691.  4.96   8 10.0169  0.469    9.203    0.318  -0.029   0.144    97.505432   59.690369  213.995316   53.063515   0.6271  -8.0413   0.3138   0.5564   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0735    -0.0270     0.0342     0.0116    -0.0163
  22.205  1.448   1.197   1.842   3.745  10.49  5 7.10    3720.  5.06   8  9.9711  0.438    9.052    0.334  -1.103   0.289    97.137642   59.484711  214.452728   53.102207   0.6231  -8.0393   0.3139   0.5518   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0058    -0.0417     0.0285     0.0152    -0.0244
  22.119  1.504   1.193   1.954   3.801  10.29  5 7.10    3732.  4.65   8  9.9981  0.583    8.902    0.353  -0.643   0.287    96.275093   60.080482  214.358795   52.367264   0.6479  -8.0353   0.3212   0.5765   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0147     0.0095    -0.0004    -0.0437    -0.0104
  21.932  1.469   1.257   1.867   3.775  10.12  5 7.10    3804.  4.93   8  9.9940  0.340    8.753    0.371  -0.236   0.183    96.783974   59.688469  214.460434   52.831009   0.6428  -8.0383   0.3222   0.5699   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0369    -0.0216    -0.0207     0.0047    -0.0189
  21.658  1.470   1.193   1.835   3.653   9.87  5 7.05    3807.  4.74   8  9.8508  0.520    8.604    0.391  -0.676   0.318    97.405708   59.669163  214.082413   53.047798   0.6519  -8.0424   0.3264   0.5776   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0274     0.0007    -0.0133    -0.0191    -0.0043
  20.463  1.331   1.204   1.470   3.289   8.90  5 6.90    3973.  4.52   8  9.9628  0.556    7.867    0.489  -0.173   0.115    95.513008   59.619396  215.329773   52.458420   0.6224  -8.0302   0.3133   0.5519   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0019     0.0149    -0.0196    -0.0087    -0.0290
  19.812  1.285   1.115   1.466   3.098   8.36  5 6.80    4105.  4.94   8 10.0403  0.394    7.583    0.525  -0.383   0.209    95.189827   59.838032  215.285522   52.187111   0.6289  -8.0286   0.3147   0.5587   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0206    -0.0202    -0.0202     0.0190     0.0094
  19.630  1.264   1.070   1.415   3.015   8.27  5 6.75    4173.  4.63   8  9.8435  0.498    7.443    0.542  -0.396   0.246    95.949829   59.633167  215.044769   52.595875   0.6231  -8.0327   0.3133   0.5526   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0061     0.0043    -0.0149    -0.0236    -0.0254
  19.339  1.257   0.979   1.353   2.895   8.03  5 6.70    4364.  4.64   8  9.8615  0.734    7.302    0.557  -0.279   0.171    96.891182   60.134071  213.918167   52.525448   0.6291  -8.0376   0.3110   0.5606   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0118     0.0498     0.0054    -0.0018     0.0210
  17.430  1.015   0.676   0.964   2.387   6.73  5 6.35    4769.  4.60   8 10.0513  0.665    6.579    0.635  -0.586   0.246    96.898155   59.649178  214.429932   52.898304   0.6150  -8.0373   0.3085   0.5457   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0037     0.0162    -0.0085     0.0342     0.0432
  17.505  1.024   0.842   0.985   2.228   6.55  5 6.20    4910.  4.73   8 10.0795  0.774    6.272    0.664   0.285  -0.050    96.400330   59.714466  214.674789   52.685009   0.6338  -8.0356   0.3176   0.5623   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0202     0.0342     0.0068    -0.0095     0.0067
  14.649  0.553  -0.016   0.702   1.551   5.03  5 5.05    5916.  4.49   8 10.0377  0.787    4.886    0.902  -0.463   0.280    96.461838   60.103283  214.218811   52.410706   0.6313  -8.0354   0.3127   0.5623   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0205    -0.0168     0.0019    -0.0085     0.0001
  23.536  0.477  -0.346   0.723   1.489  14.30  6 9.00    6140.  8.02   8 10.0989  0.674   14.029    0.013  -0.816   0.321    96.518471   59.951561  214.345566   52.544323   0.6481  -8.0368   0.3224   0.5760   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0006     0.0016    -0.0340    -0.0146    -0.0136
  21.278  1.359   0.764   1.548   3.157  10.13  5 7.00    3961.  5.04   9 13.9980  0.332    9.278    0.266  -2.077   0.258    96.534256   60.208817  214.061661   52.353809   0.6227  -8.0352   0.3074   0.5554   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0158     0.0218    -0.0214     0.0270     0.0048
  20.933  0.052  -0.606   0.186   0.256  12.39  6 9.00    9657.  8.09   9 13.9537  0.533   11.985    0.013  -1.749   0.260    95.958412   59.559406  215.120163   52.653851   0.6358  -8.0334   0.3204   0.5632   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0348    -0.0276    -0.0009     0.0150     0.0135
  24.254  1.669   1.210   2.145   4.127  12.24  5 7.25    3467.  4.83  11 12.1720  0.115   10.480    0.196  -0.760   0.292    97.366463   59.622585  214.157272   53.070980   0.6473  -8.0420   0.3247   0.5735   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0205     0.0136     0.0138    -0.0174     0.0176
  23.993  1.647   1.192   2.082   4.121  12.12  5 7.20    3586.  5.08  11 11.9581  0.201   10.353    0.204  -0.818   0.268    96.219795   60.099796  214.372299   52.334614   0.6276  -8.0339   0.3110   0.5590   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0223    -0.0141    -0.0342     0.0162    -0.0013
  14.128  0.493  -0.150   0.657   1.468   4.63  5 4.80    6092.  4.32  11 11.9849  0.830    4.502    1.000  -0.788   0.247    95.534576   59.705616  215.221588   52.401890   0.6484  -8.0315   0.3256   0.5749   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055     0.0108     0.0164    -0.0074    -0.0232
  24.231  1.618   1.197   2.580   4.998  12.09  5 7.35    3328.  5.01   6  5.7917  0.156   10.111    0.259   0.140   0.032    97.593872   59.606598  214.026581   53.156597   0.6994  -8.0468   0.3508   0.6183   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006     0.0419     0.0270     0.0269    -0.0181
  24.244  1.594   1.234   2.523   4.874  12.12  5 7.35    3370.  5.02   4  2.3775  0.355    9.985    0.270  -0.014  -0.010    96.062340   59.644135  214.962692   52.625412   0.6971  -8.0372   0.3503   0.6165   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0115     0.0056     0.0069    -0.0082    -0.0300
  24.125  1.556   1.185   2.518   4.886  12.12  5 7.35    3370.  5.12   7  8.5101  0.270    9.985    0.270   0.014  -0.012    95.464958   59.913067  215.036453   52.224529   0.6880  -8.0328   0.3433   0.6103   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0227    -0.0087     0.0051     0.0197     0.0054
  23.437  1.520   1.150   2.429   4.718  11.51  5 7.30    3444.  5.09   4  2.4011  0.213    9.679    0.298  -0.156  -0.002    96.150764   60.070847  214.445892   52.333920   0.6749  -8.0361   0.3348   0.5999   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0235     0.0006     0.0341    -0.0057    -0.0101
  23.527  1.573   1.224   2.370   4.594  11.45  5 7.30    3285.  4.97   5  3.9969  0.349    9.619    0.304  -0.268  -0.048    95.880714   59.360764  215.387589   52.775455   0.6964  -8.0364   0.3530   0.6141   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0267    -0.0045    -0.0052    -0.0250    -0.0058
  23.255  1.436   1.171   2.397   4.551  11.36  5 7.25    3465.  4.93   5  4.0190  0.554    9.559    0.310  -0.102   0.038    97.458855   59.705246  214.009796   53.037083   0.6893  -8.0451   0.3448   0.6102   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0131    -0.0013     0.0249    -0.0073     0.0059
  22.549  1.499   1.171   2.135   4.332  10.58  5 7.20    3560.  4.83   4  2.3891  0.270    9.036    0.367  -0.176   0.002    95.101280   59.792747  215.388947   52.190323   0.6909  -8.0309   0.3462   0.6121   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0108     0.0020     0.0239     0.0064    -0.0285
  22.565  1.552   1.208   2.140   4.252  10.61  5 7.20    3529.  4.80   6  5.8898  0.455    9.036    0.367  -0.355   0.024    97.476677   59.721153  213.981445   53.030533   0.6720  -8.0441   0.3360   0.5954   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0121    -0.0094    -0.0096     0.0051    -0.0170
  22.482  1.474   1.196   2.108   4.166  10.52  5 7.20    3637.  4.93   7  8.4215  0.414    8.958    0.377   0.098   0.028    95.734039   59.708099  215.096298   52.467396   0.7037  -8.0355   0.3532   0.6227   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0178    -0.0204    -0.0173    -0.0213    -0.0215
  22.061  1.512   1.234   2.047   4.083  10.09  5 7.15    3687.  4.78   6  5.8142  0.518    8.578    0.427  -0.213   0.008    97.392883   59.727524  214.028809   52.998718   0.6727  -8.0436   0.3363   0.5960   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0494     0.0170     0.0099    -0.0272    -0.0218
  21.819  1.470   1.268   1.952   3.961   9.88  5 7.10    3823.  4.93   4  2.5566  0.427    8.430    0.448   0.003   0.036    96.011749   60.065197  214.537476   52.292561   0.6736  -8.0352   0.3343   0.5987   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0203    -0.0348    -0.0204    -0.0219     0.0177
  21.228  1.520   1.212   1.874   3.929   9.28  5 7.10    3708.  5.02   7  8.4921  0.407    8.212    0.479  -0.124  -0.008    96.955711   60.047337  213.969208   52.612598   0.6758  -8.0409   0.3349   0.6005   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0243     0.0507    -0.0074    -0.0112    -0.0322
  20.773  1.386   1.358   1.678   3.559   8.81  5 7.00    3885.  4.88   5  4.1354  0.606    7.746    0.547   0.371   0.023    95.586861   59.901031  214.975418   52.274361   0.6873  -8.0336   0.3430   0.6096   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0242    -0.0261    -0.0324     0.0322    -0.0311
  20.204  1.355   1.324   1.630   3.347   8.32  5 6.90    4100.  4.73   7  8.6262  0.627    7.491    0.584   0.008   0.031    96.393059   59.413754  215.006409   52.909145   0.6671  -8.0378   0.3373   0.5892   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0193    -0.0025     0.0036     0.0091    -0.0172
  19.463  1.245   1.116   1.244   2.893   7.83  5 6.50    4196.  4.70   7  8.5925  0.585    6.937    0.669  -0.141   0.035    96.280884   59.337440  215.161148   52.928661   0.6994  -8.0390   0.3545   0.6166   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0261     0.0279    -0.0237    -0.0041     0.0078
  19.006  1.193   1.151   1.187   2.793   7.38  5 6.50    4379.  4.82   5  3.9557  0.805    6.794    0.691  -0.135  -0.010    96.314018   59.811146  214.624298   52.583538   0.7037  -8.0389   0.3517   0.6232   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0227    -0.0039    -0.0308     0.0074     0.0085
  14.936  0.652   0.196   0.759   1.704   4.88  5 5.50    5609.  4.59   5  4.2151  1.037    4.855    1.003  -0.084   0.028    96.350822   59.249264  215.213715   53.018387   0.6700  -8.0379   0.3405   0.5908   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055    -0.0373     0.0017     0.0140     0.0083
  15.173  0.721   0.297   0.787   1.706   4.93  5 5.30    5623.  4.39   6  6.0613  0.929    4.655    1.100   0.164   0.012    97.012268   60.083084  213.895813   52.603264   0.6740  -8.0410   0.3337   0.5992   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0505     0.0082     0.0058    -0.0030     0.0058
  13.795  0.670   0.185   0.796   1.688   3.75  4 5.10    5549.  3.92   7  8.5050  1.206    3.655    1.744  -0.183  -0.012    96.376373   59.578960  214.836792   52.779243   0.6654  -8.0374   0.3348   0.5888   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0063    -0.0172     0.0013    -0.0241     0.0191
  24.373  1.639   1.249   2.328   4.422  12.26  5 7.25    3457.  5.11   8  9.9531  0.118   10.333    0.215  -0.616   0.279    96.486389   59.926769  214.392181   52.552670   0.6684  -8.0378   0.3328   0.5934   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0282     0.0179     0.0296    -0.0364    -0.0220
  24.284  1.604   1.197   2.255   4.446  12.18  5 7.25    3402.  5.00   8  9.9366  0.206   10.207    0.224  -0.267   0.202    96.292068   60.184074  214.237595   52.294346   0.6990  -8.0381   0.3455   0.6215   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0197     0.0288     0.0162     0.0260    -0.0185
  23.688  1.617   1.185   2.227   4.263  11.62  5 7.20    3464.  5.07   8 10.2559  0.167    9.938    0.246  -0.448   0.202    95.759735   59.781075  215.000565   52.421677   0.6906  -8.0349   0.3458   0.6117   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0002     0.0270    -0.0007    -0.0039     0.0194
  23.690  1.621   1.212   2.039   3.998  11.57  5 7.20    3548.  5.06   8 10.0632  0.083    9.796    0.258  -0.727   0.317    97.585251   59.850666  213.774734   52.965069   0.6990  -8.0463   0.3480   0.6194   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0217    -0.0046    -0.0131    -0.0145     0.0020
  23.231  1.592   1.215   2.077   4.081  11.20  5 7.20    3632.  4.75   8  9.7848  0.319    9.652    0.270  -0.501   0.241    95.900360   60.040901  214.631897   52.274128   0.6889  -8.0354   0.3422   0.6119   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045    -0.0178    -0.0424    -0.0168    -0.0311
  23.051  1.559   1.162   2.015   3.987  11.09  5 7.15    3615.  5.27   8  9.8477  0.385    9.505    0.285  -0.767   0.304    96.764030   59.530228  214.643692   52.944668   0.6859  -8.0410   0.3454   0.6062   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0518    -0.0235    -0.0186    -0.0034    -0.0181
  22.562  1.533   1.197   1.939   3.913  10.64  5 7.15    3650.  5.05   8 10.0529  0.354    9.355    0.300  -0.641   0.271    95.561340   59.602333  215.318954   52.487484   0.6619  -8.0325   0.3334   0.5859   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0106    -0.0082     0.0108     0.0280    -0.0209
  22.660  1.581   1.132   1.860   3.764  10.68  5 7.15    3627.  4.94   8 10.0460  0.283    9.203    0.318  -0.942   0.277    97.269516   59.967396  213.854614   52.774384   0.6919  -8.0438   0.3435   0.6140   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0043     0.0316    -0.0063     0.0077    -0.0074
  22.524  1.539   1.221   1.961   3.874  10.54  5 7.10    3708.  4.96   8 10.0118  0.312    9.052    0.334  -0.338   0.245    97.113480   60.032642  213.885056   52.674351   0.6858  -8.0424   0.3399   0.6091   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0231     0.0040    -0.0324    -0.0187    -0.0096
  22.302  1.437   1.228   1.932   3.970  10.33  5 7.10    3781.  4.99   8  9.8774  0.406    8.902    0.353  -0.263   0.188    96.131332   59.432106  215.151642   52.807297   0.6946  -8.0377   0.3512   0.6130   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0171    -0.0256     0.0150    -0.0015    -0.0269
  21.891  1.508   1.216   1.811   3.811  10.02  5 7.10    3790.  4.96   8  9.9995  0.328    8.753    0.371  -0.196   0.141    96.501991   59.705681  214.620316   52.725227   0.6673  -8.0381   0.3344   0.5912   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0074     0.0079    -0.0422     0.0125    -0.0213
  21.768  1.410   1.189   1.882   3.723   9.94  5 7.05    3892.  4.89   8 10.0664  0.396    8.604    0.391   0.073   0.057    97.446434   59.815647  213.901123   52.947914   0.6666  -8.0434   0.3323   0.5912   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0338     0.0212     0.0330    -0.0032     0.0147
  21.644  1.414   1.166   1.856   3.671   9.75  5 7.05    3810.  4.94   8 10.1441  0.398    8.454    0.409  -0.294   0.252    95.999069   60.147327  214.456818   52.226589   0.6920  -8.0360   0.3426   0.6152   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0157     0.0224     0.0435     0.0070     0.0095
  21.205  1.422   1.172   1.730   3.564   9.33  5 7.00    3896.  4.92   8 10.0155  0.397    8.306    0.430  -0.216   0.165    97.308899   60.031448  213.762161   52.737503   0.6983  -8.0444   0.3460   0.6199   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0032     0.0242    -0.0050    -0.0154     0.0130
  20.830  1.392   1.095   1.651   3.383   9.04  5 6.95    3920.  4.94   8 10.0486  0.603    8.012    0.468  -0.478   0.237    97.392921   59.556812  214.210220   53.130108   0.7044  -8.0459   0.3540   0.6223   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0196     0.0094    -0.0193    -0.0003     0.0010
  20.503  1.341   1.156   1.590   3.303   8.74  5 6.90    4098.  4.66   8  9.9082  0.489    7.867    0.489  -0.430   0.265    96.690231   59.368088  214.866791   53.042976   0.6954  -8.0413   0.3519   0.6133   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0068    -0.0148    -0.0190     0.0020     0.0144
  20.106  1.342   1.086   1.546   3.211   8.42  5 6.85    4069.  4.67   8  9.8188  0.499    7.724    0.508  -0.268   0.237    95.723061   59.978733  214.807678   52.261917   0.6897  -8.0344   0.3434   0.6122   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0318     0.0163    -0.0184    -0.0226     0.0069
  19.063  1.120   1.019   1.196   2.741   7.57  5 6.55    4376.  4.62   8  9.8076  0.678    7.018    0.590  -0.263   0.146    96.624382   59.159664  215.136948   53.178143   0.7090  -8.0419   0.3610   0.6237   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0169     0.0239     0.0328     0.0153     0.0024
  18.555  1.085   0.942   1.169   2.708   7.26  5 6.50    4550.  4.69   8  9.9472  0.678    6.875    0.605  -0.195   0.221    96.115593   59.937698  214.610916   52.422707   0.6883  -8.0367   0.3429   0.6108   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0168    -0.0052     0.0099    -0.0066    -0.0340
  17.355  0.920   0.529   0.929   2.181   6.70  5 6.20    5032.  4.67   8  9.9243  0.801    6.272    0.664  -0.292   0.221    96.201180   60.229462  214.245026   52.230488   0.6723  -8.0361   0.3319   0.5986   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0170     0.0121    -0.0109    -0.0117     0.0027
  16.468  0.749   0.278   0.903   2.084   6.12  5 5.90    5312.  4.61   8  9.9296  0.828    5.952    0.702  -0.594   0.267    97.045860   59.766361  214.210281   52.856903   0.7019  -8.0434   0.3507   0.6214   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0173    -0.0218     0.0124    -0.0172    -0.0376
  15.803  0.688   0.119   0.816   1.841   5.70  5 5.55    5468.  4.52   8  9.8162  0.915    5.613    0.748  -0.489   0.207    95.720390   59.612442  215.209671   52.533939   0.6957  -8.0351   0.3502   0.6151   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0186    -0.0054     0.0103     0.0107     0.0076
